Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Wbscr17	ENSMUST00000086023.6	Williams-Beuren syndrome chromosome region 17 homolog (human) 	136	1	0	0	1	0	mmu-miR-146a-3p	0	-0.06	< 0.1
Cinp	ENSMUST00000043716.8	cyclin-dependent kinase 2 interacting protein 	1959	2	0	0	2	2	mmu-miR-146a-3p	0	-0.38	< 0.1
Grasp	ENSMUST00000000543.4	GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein 	440	1	0	0	1	1	mmu-miR-146a-3p	0	-0.09	< 0.1
Gm166	ENSMUST00000072155.3	predicted gene 166 	165	1	0	1	0	0	mmu-miR-146a-3p	0	-0.02	< 0.1
Gtf2a2	ENSMUST00000118198.2	general transcription factor II A, 2 	2873	1	0	1	0	0	mmu-miR-146a-3p	0	-0.18	< 0.1
Snap29	ENSMUST00000023449.8	synaptosomal-associated protein 29 	162	1	0	0	1	2	mmu-miR-146a-3p	0	-0.04	< 0.1
Rab8a	ENSMUST00000003121.8	RAB8A, member RAS oncogene family 	767	1	0	0	1	1	mmu-miR-146a-3p	0	-0.15	< 0.1
Anxa13	ENSMUST00000068515.7	annexin A13 	57	2	1	1	0	1	mmu-miR-146a-3p	0	-0.10	< 0.1
Timp4	ENSMUST00000032462.6	tissue inhibitor of metalloproteinase 4 	8075	1	0	0	1	1	mmu-miR-146a-3p	0	-0.20	< 0.1
Mllt3	ENSMUST00000078090.6	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3 	653	1	0	1	0	0	mmu-miR-146a-3p	0	-0.02	< 0.1
Fam84a	ENSMUST00000020926.6	family with sequence similarity 84, member A 	107	3	0	2	1	5	mmu-miR-146a-3p	0	-0.18	< 0.1
Slco3a1	ENSMUST00000026897.8	solute carrier organic anion transporter family, member 3a1 	258	2	0	1	1	1	mmu-miR-146a-3p	0	-0.04	< 0.1
Nxpe3	ENSMUST00000099705.3	neurexophilin and PC-esterase domain family, member 3 	83	1	0	1	0	1	mmu-miR-146a-3p	0	-0.03	< 0.1
Luc7l2	ENSMUST00000057692.5	LUC7-like 2 (S. cerevisiae) 	3212	3	0	2	1	0	mmu-miR-146a-3p	0	-0.13	< 0.1
Ooep	ENSMUST00000034900.7	oocyte expressed protein 	221	1	0	0	1	0	mmu-miR-146a-3p	0	-0.18	< 0.1
Skida1	ENSMUST00000091420.5	SKI/DACH domain containing 1 	61	1	0	0	1	2	mmu-miR-146a-3p	0	-0.23	< 0.1
Nup153	ENSMUST00000021803.9	nucleoporin 153 	627	2	0	2	0	0	mmu-miR-146a-3p	0	-0.19	< 0.1
Ulk4	ENSMUST00000171923.2	unc-51-like kinase 4 	26	2	0	0	2	2	mmu-miR-146a-3p	0	-0.19	< 0.1
Pik3ca	ENSMUST00000029201.8	phosphatidylinositol 3-kinase, catalytic, alpha polypeptide 	1076	2	0	0	2	2	mmu-miR-146a-3p	0	-0.08	< 0.1
Homer2	ENSMUST00000026922.8	homer homolog 2 (Drosophila) 	285	1	0	0	1	1	mmu-miR-146a-3p	0	-0.01	< 0.1
Rnf122	ENSMUST00000046941.7	ring finger protein 122 	104	1	0	1	0	0	mmu-miR-146a-3p	0	-0.05	< 0.1
Timm17a	ENSMUST00000081104.4	translocase of inner mitochondrial membrane 17a 	10539	2	0	0	2	1	mmu-miR-146a-3p	0	-0.32	< 0.1
Med7	ENSMUST00000170928.2	mediator complex subunit 7 	1718	1	1	0	0	1	mmu-miR-146a-3p	0	-0.32	< 0.1
Pofut1	ENSMUST00000049863.6	protein O-fucosyltransferase 1 	346	1	0	1	0	1	mmu-miR-146a-3p	0	-0.03	< 0.1
H2-Bl	ENSMUST00000173080.4	histocompatibility 2, blastocyst 	101	2	0	1	1	1	mmu-miR-146a-3p	0	-0.15	< 0.1
Kdm5d	ENSMUST00000055032.8	lysine (K)-specific demethylase 5D 	142	2	0	0	2	0	mmu-miR-146a-3p	0	-0.11	< 0.1
Irx4	ENSMUST00000176684.2	Iroquois related homeobox 4 (Drosophila) 	81	1	0	1	0	0	mmu-miR-146a-3p	0	-0.25	< 0.1
Tmem86b	ENSMUST00000055085.6	transmembrane protein 86B 	93	1	0	1	0	3	mmu-miR-146a-3p	0	-0.07	< 0.1
Cox20	ENSMUST00000027781.6	COX20 Cox2 chaperone 	1030	1	0	1	0	1	mmu-miR-146a-3p	0	-0.19	< 0.1
Ppp2r3a	ENSMUST00000075941.6	protein phosphatase 2, regulatory subunit B'', alpha 	1020	1	0	1	0	0	mmu-miR-146a-3p	0	-0.13	< 0.1
Gpatch2l	ENSMUST00000071106.4	G patch domain containing 2 like 	395	3*	0	1	1	1	mmu-miR-146a-3p	0	-0.17	< 0.1
Ptgr1	ENSMUST00000030069.6	prostaglandin reductase 1 	1072	1	1	0	0	2	mmu-miR-146a-3p	0	-0.28	< 0.1
Nlrp6	ENSMUST00000183845.2	NLR family, pyrin domain containing 6 	526	1	0	0	1	0	mmu-miR-146a-3p	0	-0.04	< 0.1
Adcy5	ENSMUST00000114913.1	adenylate cyclase 5 	377	1	0	0	1	1	mmu-miR-146a-3p	0	-0.01	< 0.1
Pigc	ENSMUST00000111594.2	phosphatidylinositol glycan anchor biosynthesis, class C 	795	2	0	1	1	0	mmu-miR-146a-3p	0	-0.09	< 0.1
Oasl2	ENSMUST00000031542.9	2'-5' oligoadenylate synthetase-like 2 	193	4	1	0	3	1	mmu-miR-146a-3p	0	-0.57	< 0.1
Serpinb10	ENSMUST00000182198.2	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 10 	15	1	0	0	1	0	mmu-miR-146a-3p	0	-0.10	< 0.1
BC004004	ENSMUST00000064709.6	cDNA sequence BC004004 	5883	1	0	0	1	0	mmu-miR-146a-3p	0	-0.10	< 0.1
Ktn1	ENSMUST00000022391.8	kinectin 1 	3227	1	0	0	1	1	mmu-miR-146a-3p	0	-0.09	< 0.1
Raver1	ENSMUST00000115487.1	ribonucleoprotein, PTB-binding 1 	112	1	0	0	1	0	mmu-miR-146a-3p	0	-0.03	< 0.1
Tmem5	ENSMUST00000140299.2	transmembrane protein 5 	1102	1	0	0	1	0	mmu-miR-146a-3p	0	-0.09	< 0.1
Hddc2	ENSMUST00000000304.7	HD domain containing 2 	33	1	0	0	1	0	mmu-miR-146a-3p	0	-0.13	< 0.1
Gucy2g	ENSMUST00000069183.6	guanylate cyclase 2g 	15	2	0	1	1	4	mmu-miR-146a-3p	0	-0.03	< 0.1
Snx16	ENSMUST00000099223.5	sorting nexin 16 	579	1	0	1	0	2	mmu-miR-146a-3p	0	-0.10	< 0.1
Cyp2j5	ENSMUST00000030299.7	cytochrome P450, family 2, subfamily j, polypeptide 5 	17613	3	0	2	1	3	mmu-miR-146a-3p	0	-0.25	< 0.1
Fam35a	ENSMUST00000111917.1	family with sequence similarity 35, member A 	33	3	1	1	1	0	mmu-miR-146a-3p	0	-0.14	< 0.1
Ly6g6d	ENSMUST00000007259.3	lymphocyte antigen 6 complex, locus G6D 	25	1	0	1	0	0	mmu-miR-146a-3p	0	-0.02	< 0.1
Bhmt	ENSMUST00000099309.4	betaine-homocysteine methyltransferase 	27	2	0	2	0	1	mmu-miR-146a-3p	0	-0.13	< 0.1
0610037L13Rik	ENSMUST00000106727.4	RIKEN cDNA 0610037L13 gene 	1587	2	0	0	2	0	mmu-miR-146a-3p	0	-0.24	< 0.1
Oxsm	ENSMUST00000022311.5	3-oxoacyl-ACP synthase, mitochondrial 	93	1	0	0	1	2	mmu-miR-146a-3p	0	-0.06	< 0.1
Col20a1	ENSMUST00000108856.2	collagen, type XX, alpha 1 	148	1	0	1	0	0	mmu-miR-146a-3p	0	-0.07	< 0.1
Pyroxd1	ENSMUST00000041852.7	pyridine nucleotide-disulphide oxidoreductase domain 1 	402	1	1	0	0	0	mmu-miR-146a-3p	0	-0.32	< 0.1
Rad51d	ENSMUST00000018985.9	RAD51 homolog D 	612	3	1	1	1	0	mmu-miR-146a-3p	0	-0.18	< 0.1
Mccc1	ENSMUST00000029259.4	methylcrotonoyl-Coenzyme A carboxylase 1 (alpha) 	963	2	0	1	1	2	mmu-miR-146a-3p	0	-0.08	< 0.1
Tnr	ENSMUST00000111669.3	tenascin R 	7	1	0	0	1	3	mmu-miR-146a-3p	0	-0.01	< 0.1
Huwe1	ENSMUST00000026292.9	HECT, UBA and WWE domain containing 1 	4124	1	1	0	0	0	mmu-miR-146a-3p	0	-0.39	< 0.1
Plcb2	ENSMUST00000102524.2	phospholipase C, beta 2 	61	1	0	0	1	2	mmu-miR-146a-3p	0	-0.01	< 0.1
Thoc1	ENSMUST00000025137.7	THO complex 1 	1441	1	0	0	1	0	mmu-miR-146a-3p	0	-0.18	< 0.1
Ephb2	ENSMUST00000105845.3	Eph receptor B2 	97	4	0	3	1	1	mmu-miR-146a-3p	0	-0.07	< 0.1
Ebpl	ENSMUST00000022494.8	emopamil binding protein-like 	540	4	0	0	4	1	mmu-miR-146a-3p	0	-0.59	< 0.1
Wdr18	ENSMUST00000045247.7	WD repeat domain 18 	2705	2	0	2	0	0	mmu-miR-146a-3p	0	-0.06	< 0.1
Sf3b3	ENSMUST00000042012.5	splicing factor 3b, subunit 3 	358	1	0	1	0	0	mmu-miR-146a-3p	0	-0.14	< 0.1
Rnf183	ENSMUST00000107455.2	ring finger protein 183 	16	1	1	0	0	0	mmu-miR-146a-3p	0	-0.03	< 0.1
Trpm6	ENSMUST00000040489.7	transient receptor potential cation channel, subfamily M, member 6 	128	1	0	0	1	4	mmu-miR-146a-3p	0	-0.04	< 0.1
Denr	ENSMUST00000023869.9	density-regulated protein 	3850	1	1	0	0	1	mmu-miR-146a-3p	0	-0.45	< 0.1
Leap2	ENSMUST00000036045.5	liver-expressed antimicrobial peptide 2 	1115	1	0	0	1	2	mmu-miR-146a-3p	0	-0.33	< 0.1
Tnfsf13b	ENSMUST00000033892.7	tumor necrosis factor (ligand) superfamily, member 13b 	92	2	1	0	1	0	mmu-miR-146a-3p	0	-0.30	< 0.1
Dock1	ENSMUST00000084488.4	dedicator of cytokinesis 1 	76	1	0	0	1	1	mmu-miR-146a-3p	0	-0.18	< 0.1
Sftpa1	ENSMUST00000170719.1	surfactant associated protein A1 	25359	1	0	0	1	1	mmu-miR-146a-3p	0	-0.17	< 0.1
Cenpm	ENSMUST00000089157.4	centromere protein M 	37	1	0	1	0	2	mmu-miR-146a-3p	0	-0.04	< 0.1
D430041D05Rik	ENSMUST00000089726.4	RIKEN cDNA D430041D05 gene 	37	1	0	0	1	0	mmu-miR-146a-3p	0	-0.01	< 0.1
Pigk	ENSMUST00000159899.2	phosphatidylinositol glycan anchor biosynthesis, class K 	1032	1	0	0	1	1	mmu-miR-146a-3p	0	-0.09	< 0.1
Helz	ENSMUST00000106746.2	helicase with zinc finger domain 	1110	1	1	0	0	2	mmu-miR-146a-3p	0	-0.03	< 0.1
Tmem41b	ENSMUST00000094097.6	transmembrane protein 41B 	526	1	0	0	1	0	mmu-miR-146a-3p	0	-0.04	< 0.1
Ndufaf4	ENSMUST00000029925.4	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 4 	688	1	0	1	0	0	mmu-miR-146a-3p	0	-0.13	< 0.1
Wdr12	ENSMUST00000027173.9	WD repeat domain 12 	1981	3	1	0	2	3	mmu-miR-146a-3p	0	-0.29	< 0.1
Ndufaf7	ENSMUST00000024887.4	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex assembly factor 7 	655	2	1	1	0	0	mmu-miR-146a-3p	0	-0.16	< 0.1
Ptrh2	ENSMUST00000108022.2	peptidyl-tRNA hydrolase 2 	1543	1	0	1	0	0	mmu-miR-146a-3p	0	-0.12	< 0.1
Josd2	ENSMUST00000035844.5	Josephin domain containing 2 	884	1	0	0	1	2	mmu-miR-146a-3p	0	-0.11	< 0.1
Cnrip1	ENSMUST00000058159.5	cannabinoid receptor interacting protein 1 	115	1	0	0	1	3	mmu-miR-146a-3p	0	-0.28	< 0.1
Caln1	ENSMUST00000111288.2	calneuron 1 	28	3	1	1	1	1	mmu-miR-146a-3p	0	-0.09	< 0.1
Timm22	ENSMUST00000021203.6	translocase of inner mitochondrial membrane 22 	1710	2	0	1	1	1	mmu-miR-146a-3p	0	-0.14	< 0.1
Map2k3	ENSMUST00000019076.4	mitogen-activated protein kinase kinase 3 	56	3	0	2	1	2	mmu-miR-146a-3p	0	-0.05	< 0.1
Prkag3	ENSMUST00000188073.1	protein kinase, AMP-activated, gamma 3 non-catatlytic subunit 	959	1	0	0	1	2	mmu-miR-146a-3p	0	-0.15	< 0.1
Habp2	ENSMUST00000095948.5	hyaluronic acid binding protein 2 	405	1	0	1	0	0	mmu-miR-146a-3p	0	-0.03	< 0.1
Aadat	ENSMUST00000079472.2	aminoadipate aminotransferase 	3920	1	1	0	0	1	mmu-miR-146a-3p	0	-0.18	< 0.1
Bdnf	ENSMUST00000053317.6	brain derived neurotrophic factor 	576	1	0	1	0	0	mmu-miR-146a-3p	0	-0.02	< 0.1
Cdkn3	ENSMUST00000067426.4	cyclin-dependent kinase inhibitor 3 	389	1	0	0	1	2	mmu-miR-146a-3p	0	-0.20	< 0.1
Siglece	ENSMUST00000032667.8	sialic acid binding Ig-like lectin E 	28	1	0	1	0	1	mmu-miR-146a-3p	0	-0.05	< 0.1
March5	ENSMUST00000024078.8	membrane-associated ring finger (C3HC4) 5 	9447	1	0	1	0	0	mmu-miR-146a-3p	0	-0.08	< 0.1
B430305J03Rik	ENSMUST00000066298.2	RIKEN cDNA B430305J03 gene 	5	1	0	1	0	1	mmu-miR-146a-3p	0	-0.05	< 0.1
Sorcs2	ENSMUST00000037370.8	sortilin-related VPS10 domain containing receptor 2 	47	1	0	0	1	6	mmu-miR-146a-3p	0	-0.14	< 0.1
Uty	ENSMUST00000143286.2	ubiquitously transcribed tetratricopeptide repeat gene, Y chromosome 	229	1	0	0	1	0	mmu-miR-146a-3p	0	-0.15	< 0.1
Ncan	ENSMUST00000002412.8	neurocan 	16	1	0	0	1	1	mmu-miR-146a-3p	0	-0.01	< 0.1
Kctd1	ENSMUST00000168989.2	potassium channel tetramerisation domain containing 1 	79	1	0	0	1	0	mmu-miR-146a-3p	0	-0.07	< 0.1
Rbm25	ENSMUST00000048155.10	RNA binding motif protein 25 	3411	1	0	1	0	0	mmu-miR-146a-3p	0	-0.18	< 0.1
Slc5a8	ENSMUST00000020255.6	solute carrier family 5 (iodide transporter), member 8 	255	1	0	0	1	0	mmu-miR-146a-3p	0	-0.16	< 0.1
St14	ENSMUST00000034478.2	suppression of tumorigenicity 14 (colon carcinoma) 	62	2	1	0	1	2	mmu-miR-146a-3p	0	-0.08	< 0.1
Epg5	ENSMUST00000044622.5	ectopic P-granules autophagy protein 5 homolog (C. elegans) 	873	2	0	1	1	0	mmu-miR-146a-3p	0	-0.03	< 0.1
Uqcrfs1	ENSMUST00000042834.3	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 	44970	1	0	1	0	0	mmu-miR-146a-3p	0	-0.25	< 0.1
Cdca7l	ENSMUST00000021592.10	cell division cycle associated 7 like 	493	1	0	1	0	0	mmu-miR-146a-3p	0	-0.12	< 0.1
Sh2d4a	ENSMUST00000066594.3	SH2 domain containing 4A 	22	1	0	1	0	0	mmu-miR-146a-3p	0	-0.02	< 0.1
Bhlha9	ENSMUST00000056184.1	basic helix-loop-helix family, member a9 	6	1	0	1	0	1	mmu-miR-146a-3p	0	-0.02	< 0.1
Nsfl1c	ENSMUST00000103160.4	NSFL1 (p97) cofactor (p47) 	45	1	0	1	0	0	mmu-miR-146a-3p	0	-0.02	< 0.1
Nr2f2	ENSMUST00000032768.8	nuclear receptor subfamily 2, group F, member 2 	2903	1	0	0	1	0	mmu-miR-146a-3p	0	-0.14	< 0.1
Rnf207	ENSMUST00000076183.6	ring finger protein 207 	18	1	0	1	0	0	mmu-miR-146a-3p	0	-0.02	< 0.1
Lrrn4	ENSMUST00000049787.2	leucine rich repeat neuronal 4 	558	1	0	0	1	0	mmu-miR-146a-3p	0	-0.03	< 0.1
Elk1	ENSMUST00000009550.8	ELK1, member of ETS oncogene family 	124	1	0	1	0	0	mmu-miR-146a-3p	0	-0.07	< 0.1
Scg3	ENSMUST00000034699.6	secretogranin III 	35	2	1	0	1	0	mmu-miR-146a-3p	0	-0.12	< 0.1
Ap3m1	ENSMUST00000154460.2	adaptor-related protein complex 3, mu 1 subunit 	543	1	1	0	0	0	mmu-miR-146a-3p	0	-0.03	< 0.1
Gpam	ENSMUST00000061856.5	glycerol-3-phosphate acyltransferase, mitochondrial 	336	2	0	1	1	0	mmu-miR-146a-3p	0	-0.11	< 0.1
H2-DMa	ENSMUST00000042121.9	histocompatibility 2, class II, locus DMa 	185	1	0	0	1	0	mmu-miR-146a-3p	0	-0.12	< 0.1
Rfng	ENSMUST00000026156.7	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase 	162	1	0	0	1	0	mmu-miR-146a-3p	0	-0.07	< 0.1
Clp1	ENSMUST00000165219.2	CLP1, cleavage and polyadenylation factor I subunit 	162	1	0	0	1	0	mmu-miR-146a-3p	0	-0.10	< 0.1
Tkt	ENSMUST00000022529.6	transketolase 	311	1	0	1	0	1	mmu-miR-146a-3p	0	-0.04	< 0.1
Ppil3	ENSMUST00000117069.2	peptidylprolyl isomerase (cyclophilin)-like 3 	166	1	1	0	0	1	mmu-miR-146a-3p	0	-0.33	< 0.1
Rpa1	ENSMUST00000092907.6	replication protein A1 	633	1	0	0	1	5	mmu-miR-146a-3p	0	-0.07	< 0.1
Ocel1	ENSMUST00000110051.1	occludin/ELL domain containing 1 	578	1	0	1	0	0	mmu-miR-146a-3p	0	-0.38	< 0.1
Milr1	ENSMUST00000147326.3	mast cell immunoglobulin like receptor 1 	13	1	0	1	0	0	mmu-miR-146a-3p	0	-0.02	< 0.1
Mvk	ENSMUST00000043760.9	mevalonate kinase 	67	1	1	0	0	1	mmu-miR-146a-3p	0	-0.11	< 0.1
Fibin	ENSMUST00000099626.4	fin bud initiation factor homolog (zebrafish) 	189	1	0	1	0	0	mmu-miR-146a-3p	0	-0.19	< 0.1
Asf1a	ENSMUST00000020004.6	anti-silencing function 1A histone chaperone 	2242	2	1	0	1	0	mmu-miR-146a-3p	0	-0.29	< 0.1
Stx6	ENSMUST00000027743.7	syntaxin 6 	155	1	0	1	0	1	mmu-miR-146a-3p	0	-0.02	< 0.1
Mbip	ENSMUST00000021416.7	MAP3K12 binding inhibitory protein 1 	125	1	0	0	1	0	mmu-miR-146a-3p	0	-0.15	< 0.1
Podnl1	ENSMUST00000093380.4	podocan-like 1 	290	1	0	1	0	0	mmu-miR-146a-3p	0	-0.04	< 0.1
Traf1	ENSMUST00000172159.2	TNF receptor-associated factor 1 	194	1	0	0	1	2	mmu-miR-146a-3p	0	-0.11	< 0.1
Aldh16a1	ENSMUST00000007977.8	aldehyde dehydrogenase 16 family, member A1 	603	2	0	0	2	0	mmu-miR-146a-3p	0	-0.34	< 0.1
Idnk	ENSMUST00000051490.8	idnK gluconokinase homolog (E. coli) 	860	4	0	0	4	0	mmu-miR-146a-3p	0	-0.13	< 0.1
Mcm4	ENSMUST00000023353.3	minichromosome maintenance deficient 4 homolog (S. cerevisiae) 	70	1	1	0	0	1	mmu-miR-146a-3p	0	-0.12	< 0.1
Prr15	ENSMUST00000059138.4	proline rich 15 	23	1	0	0	1	0	mmu-miR-146a-3p	0	-0.12	< 0.1
Tpm2	ENSMUST00000030184.6	tropomyosin 2, beta 	25201	1	0	0	1	1	mmu-miR-146a-3p	0	-0.10	< 0.1
Prcp	ENSMUST00000076052.6	prolylcarboxypeptidase (angiotensinase C) 	1306	1	0	1	0	1	mmu-miR-146a-3p	0	-0.02	< 0.1
Gtf2b	ENSMUST00000029938.8	general transcription factor IIB 	558	1	1	0	0	1	mmu-miR-146a-3p	0	-0.21	< 0.1
Gng5	ENSMUST00000118280.1	guanine nucleotide binding protein (G protein), gamma 5 	187	1	0	1	0	0	mmu-miR-146a-3p	0	-0.22	< 0.1
Nnmt	ENSMUST00000119426.1	nicotinamide N-methyltransferase 	189	1	0	0	1	2	mmu-miR-146a-3p	0	-0.05	< 0.1
Shisa4	ENSMUST00000041240.3	shisa homolog 4 (Xenopus laevis) 	1613	2	0	1	1	1	mmu-miR-146a-3p	0	-0.26	< 0.1
Aebp2	ENSMUST00000032359.9	AE binding protein 2 	5753	1	0	1	0	0	mmu-miR-146a-3p	0	-0.02	< 0.1
Mtf2	ENSMUST00000081567.5	metal response element binding transcription factor 2 	544	2	0	2	0	0	mmu-miR-146a-3p	0	-0.06	< 0.1
Scara3	ENSMUST00000042046.3	scavenger receptor class A, member 3 	33	1	0	1	0	1	mmu-miR-146a-3p	0	-0.04	< 0.1
Zfp318	ENSMUST00000113481.2	zinc finger protein 318 	336	1	0	0	1	1	mmu-miR-146a-3p	0	-0.04	< 0.1
G0s2	ENSMUST00000009777.2	G0/G1 switch gene 2 	126	1	0	1	0	2	mmu-miR-146a-3p	0	-0.10	< 0.1
Ccdc122	ENSMUST00000048208.4	coiled-coil domain containing 122 	296	1	0	1	0	0	mmu-miR-146a-3p	0	-0.09	< 0.1
Ppcdc	ENSMUST00000085709.4	phosphopantothenoylcysteine decarboxylase 	351	1	0	1	0	1	mmu-miR-146a-3p	0	-0.08	< 0.1
Zfand5	ENSMUST00000025659.5	zinc finger, AN1-type domain 5 	4149	2	0	2	0	1	mmu-miR-146a-3p	0	-0.10	< 0.1
Spryd7	ENSMUST00000022497.9	SPRY domain containing 7 	1759	2	0	2	0	1	mmu-miR-146a-3p	0	-0.17	< 0.1
Pnpla8	ENSMUST00000143771.1	patatin-like phospholipase domain containing 8 	2288	1	1	0	0	5	mmu-miR-146a-3p	0	-0.19	< 0.1
Ifnar1	ENSMUST00000023689.5	interferon (alpha and beta) receptor 1 	426	1	1	0	0	2	mmu-miR-146a-3p	0	-0.03	< 0.1
9430016H08Rik	ENSMUST00000027114.5	RIKEN cDNA 9430016H08 gene 	3887	2	0	1	1	0	mmu-miR-146a-3p	0	-0.18	< 0.1
Tmem126b	ENSMUST00000032843.7	transmembrane protein 126B 	472	1	1	0	0	1	mmu-miR-146a-3p	0	-0.18	< 0.1
Ttc33	ENSMUST00000118193.2	tetratricopeptide repeat domain 33 	2298	2	0	2	0	3	mmu-miR-146a-3p	0	-0.05	< 0.1
Adamtsl5	ENSMUST00000095446.4	ADAMTS-like 5 	1330	1	1	0	0	0	mmu-miR-146a-3p	0	-0.07	< 0.1
Anapc10	ENSMUST00000048147.7	anaphase promoting complex subunit 10 	1905	1	0	1	0	0	mmu-miR-146a-3p	0	-0.20	< 0.1
Rbm7	ENSMUST00000170000.2	RNA binding motif protein 7 	455	2	0	1	1	1	mmu-miR-146a-3p	0	-0.24	< 0.1
Dnase2b	ENSMUST00000029836.4	deoxyribonuclease II beta 	204	1	0	0	1	0	mmu-miR-146a-3p	0	-0.06	< 0.1
Slc16a3	ENSMUST00000168579.2	solute carrier family 16 (monocarboxylic acid transporters), member 3 	2295	2	0	0	2	0	mmu-miR-146a-3p	0	-0.16	< 0.1
Gpr39	ENSMUST00000027581.6	G protein-coupled receptor 39 	36	1	0	1	0	2	mmu-miR-146a-3p	0	-0.07	< 0.1
Mrpl54	ENSMUST00000046114.4	mitochondrial ribosomal protein L54 	1036	1	0	0	1	0	mmu-miR-146a-3p	0	-0.13	< 0.1
Mterfd3	ENSMUST00000050813.2	MTERF domain containing 3 	680	3	0	1	2	0	mmu-miR-146a-3p	0	-0.39	< 0.1
Nmrk1	ENSMUST00000159572.2	nicotinamide riboside kinase 1 	497	1	0	0	1	1	mmu-miR-146a-3p	0	-0.12	< 0.1
Smim4	ENSMUST00000049732.6	small itegral membrane protein 4 	411	3	0	2	1	1	mmu-miR-146a-3p	0	-0.35	< 0.1
Rab11fip1	ENSMUST00000033878.7	RAB11 family interacting protein 1 (class I) 	543	1	0	1	0	0	mmu-miR-146a-3p	0	-0.02	< 0.1
Repin1	ENSMUST00000118229.1	replication initiator 1 	839	1	0	0	1	0	mmu-miR-146a-3p	0	-0.10	< 0.1
Nedd9	ENSMUST00000021794.7	neural precursor cell expressed, developmentally down-regulated gene 9 	1377	1	0	0	1	1	mmu-miR-146a-3p	0	-0.21	< 0.1
Itih2	ENSMUST00000042290.8	inter-alpha trypsin inhibitor, heavy chain 2 	1152	2	0	1	1	1	mmu-miR-146a-3p	0	-0.26	< 0.1
Slc2a8	ENSMUST00000028129.7	solute carrier family 2, (facilitated glucose transporter), member 8 	268	1	1	0	0	2	mmu-miR-146a-3p	0	-0.13	< 0.1
Sema6a	ENSMUST00000019791.8	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A 	613	1	0	1	0	0	mmu-miR-146a-3p	0	-0.13	< 0.1
Kifap3	ENSMUST00000077642.6	kinesin-associated protein 3 	379	2	1	1	0	0	mmu-miR-146a-3p	0	-0.07	< 0.1
Ptgis	ENSMUST00000018113.7	prostaglandin I2 (prostacyclin) synthase 	143	1	0	1	0	1	mmu-miR-146a-3p	0	-0.11	< 0.1
Myl1	ENSMUST00000120415.2	myosin, light polypeptide 1 	267	1	0	1	0	0	mmu-miR-146a-3p	0	-0.17	< 0.1
Tyms	ENSMUST00000026846.6	thymidylate synthase 	182	2	0	0	2	6	mmu-miR-146a-3p	0	-0.15	< 0.1
Gm16314	ENSMUST00000146673.1	predicted gene 16314 	262	1	0	1	0	1	mmu-miR-146a-3p	0	-0.02	< 0.1
Xpa	ENSMUST00000030013.6	xeroderma pigmentosum, complementation group A 	473	1	1	0	0	1	mmu-miR-146a-3p	0	-0.52	< 0.1
Mcm2	ENSMUST00000058011.6	minichromosome maintenance deficient 2 mitotin (S. cerevisiae) 	175	1	0	1	0	0	mmu-miR-146a-3p	0	-0.02	< 0.1
Mfng	ENSMUST00000018313.5	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase 	34	2	0	2	0	1	mmu-miR-146a-3p	0	-0.04	< 0.1
Atp6v1h	ENSMUST00000044369.7	ATPase, H+ transporting, lysosomal V1 subunit H 	6824	1	0	1	0	0	mmu-miR-146a-3p	0	-0.21	< 0.1
Cdk18	ENSMUST00000027697.6	cyclin-dependent kinase 18 	208	1	0	0	1	0	mmu-miR-146a-3p	0	-0.06	< 0.1
B3galt2	ENSMUST00000038252.3	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2 	718	2	0	0	2	1	mmu-miR-146a-3p	0	-0.11	< 0.1
Spon1	ENSMUST00000046687.10	spondin 1, (f-spondin) extracellular matrix protein 	104	1	0	1	0	0	mmu-miR-146a-3p	0	-0.02	< 0.1
Fzd1	ENSMUST00000054294.5	frizzled homolog 1 (Drosophila) 	255	1	1	0	0	0	mmu-miR-146a-3p	0	-0.07	< 0.1
Tmem106a	ENSMUST00000039581.8	transmembrane protein 106A 	973	1	0	1	0	0	mmu-miR-146a-3p	0	-0.06	< 0.1
Med28	ENSMUST00000118833.1	mediator complex subunit 28 	7190	1	0	1	0	0	mmu-miR-146a-3p	0	-0.10	< 0.1
Derl1	ENSMUST00000022993.5	Der1-like domain family, member 1 	1567	1	0	1	0	2	mmu-miR-146a-3p	0	-0.08	< 0.1
Ces1d	ENSMUST00000034172.7	carboxylesterase 1D 	804	3	1	2	0	0	mmu-miR-146a-3p	0	-0.18	< 0.1
Mettl3	ENSMUST00000022767.10	methyltransferase like 3 	112	1	0	1	0	0	mmu-miR-146a-3p	0	-0.13	< 0.1
