Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Dennd5b	ENSMUST00000111557.2	DENN/MADD domain containing 5B 	493	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.01	< 0.1
Ccdc127	ENSMUST00000022063.8	coiled-coil domain containing 127 	1021	2	1	1	0	1	mmu-miR-146b-3p	-0.01	-0.11	< 0.1
Zc3h15	ENSMUST00000081591.6	zinc finger CCCH-type containing 15 	428	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.09	< 0.1
Ino80d	ENSMUST00000097718.3	INO80 complex subunit D 	52	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.01	< 0.1
Pign	ENSMUST00000070699.9	phosphatidylinositol glycan anchor biosynthesis, class N 	189	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.01	< 0.1
Brix1	ENSMUST00000022855.6	BRX1, biogenesis of ribosomes, homolog (S. cerevisiae) 	3822	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.18	< 0.1
March5	ENSMUST00000024078.8	membrane-associated ring finger (C3HC4) 5 	9447	1	0	1	0	1	mmu-miR-146b-3p	-0.01	-0.25	< 0.1
Ppfia4	ENSMUST00000168515.2	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4 	140	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.09	< 0.1
Ptprb	ENSMUST00000092167.5	protein tyrosine phosphatase, receptor type, B 	2280	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.01	< 0.1
1700028P14Rik	ENSMUST00000035849.3	RIKEN cDNA 1700028P14 gene 	18	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.07	< 0.1
Fnbp1	ENSMUST00000100208.3	formin binding protein 1 	265	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.05	< 0.1
Nova2	ENSMUST00000032571.8	neuro-oncological ventral antigen 2 	223	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.02	< 0.1
Otud3	ENSMUST00000097830.3	OTU domain containing 3 	934	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.01	< 0.1
U2af1	ENSMUST00000166526.2	U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 1 	24	1	0	1	0	1	mmu-miR-146b-3p	-0.01	-0.03	< 0.1
Crtc1	ENSMUST00000076615.5	CREB regulated transcription coactivator 1 	208	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.02	< 0.1
Vldlr	ENSMUST00000167487.2	very low density lipoprotein receptor 	1825	1	0	0	1	2	mmu-miR-146b-3p	-0.01	-0.01	< 0.1
Fads3	ENSMUST00000115995.2	fatty acid desaturase 3 	1492	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.02	< 0.1
2310057M21Rik	ENSMUST00000059438.9	RIKEN cDNA 2310057M21 gene 	621	1	1	0	0	0	mmu-miR-146b-3p	-0.01	-0.14	< 0.1
Surf6	ENSMUST00000047632.8	surfeit gene 6 	42	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.01	< 0.1
Pik3r1	ENSMUST00000055518.7	phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 1 (p85 alpha) 	238	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.02	< 0.1
Ube2f	ENSMUST00000171165.2	ubiquitin-conjugating enzyme E2F (putative) 	1870	1	0	0	1	1	mmu-miR-146b-3p	-0.01	-0.07	< 0.1
Tril	ENSMUST00000127748.3	TLR4 interactor with leucine-rich repeats 	290	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.04	< 0.1
Rufy2	ENSMUST00000119567.2	RUN and FYVE domain-containing 2 	362	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.11	< 0.1
Foxf2	ENSMUST00000042054.2	forkhead box F2 	125	1	0	0	1	2	mmu-miR-146b-3p	-0.01	-0.07	< 0.1
Panx1	ENSMUST00000164273.2	pannexin 1 	22	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.03	< 0.1
Tmem5	ENSMUST00000140299.2	transmembrane protein 5 	1102	1	0	0	1	1	mmu-miR-146b-3p	-0.01	-0.20	< 0.1
Rbck1	ENSMUST00000109847.3	RanBP-type and C3HC4-type zinc finger containing 1 	312	2	0	0	2	1	mmu-miR-146b-3p	-0.01	-0.25	< 0.1
Pigk	ENSMUST00000159899.2	phosphatidylinositol glycan anchor biosynthesis, class K 	1032	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.13	< 0.1
Prdm2	ENSMUST00000105778.2	PR domain containing 2, with ZNF domain 	80	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.01	< 0.1
Zfp191	ENSMUST00000066497.6	zinc finger protein 191 	2139	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.06	< 0.1
Ksr2	ENSMUST00000180430.1	kinase suppressor of ras 2 	66	1	0	1	0	4	mmu-miR-146b-3p	-0.01	-0.02	< 0.1
Twistnb	ENSMUST00000020877.7	TWIST neighbor 	349	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.10	< 0.1
Pde1c	ENSMUST00000166890.2	phosphodiesterase 1C 	153	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.01	< 0.1
Prdm5	ENSMUST00000172638.1	PR domain containing 5 	50	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.06	< 0.1
Cux1	ENSMUST00000004097.10	cut-like homeobox 1 	195	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.01	< 0.1
Akr1e1	ENSMUST00000110691.4	aldo-keto reductase family 1, member E1 	719	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.09	< 0.1
Mycbp	ENSMUST00000030400.8	c-myc binding protein 	1042	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.20	< 0.1
Rsl1	ENSMUST00000021997.6	regulator of sex limited protein 1 	85	2	1	1	0	0	mmu-miR-146b-3p	-0.01	-0.32	< 0.1
Gabpb2	ENSMUST00000107209.2	GA repeat binding protein, beta 2 	107	1	0	1	0	2	mmu-miR-146b-3p	-0.01	-0.05	< 0.1
Stam	ENSMUST00000102960.5	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1 	533	2	0	0	2	0	mmu-miR-146b-3p	-0.01	-0.06	< 0.1
Cln5	ENSMUST00000022721.6	ceroid-lipofuscinosis, neuronal 5 	85	1	0	1	0	1	mmu-miR-146b-3p	-0.01	-0.11	< 0.1
Pmm2	ENSMUST00000023396.9	phosphomannomutase 2 	799	2	0	1	1	0	mmu-miR-146b-3p	-0.01	-0.56	< 0.1
Stxbp2	ENSMUST00000160708.2	syntaxin binding protein 2 	319	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.22	< 0.1
Raver1	ENSMUST00000115487.1	ribonucleoprotein, PTB-binding 1 	112	2	0	2	0	0	mmu-miR-146b-3p	-0.01	-0.06	< 0.1
Nfix	ENSMUST00000076715.7	nuclear factor I/X 	291	1	0	1	0	1	mmu-miR-146b-3p	-0.01	-0.02	< 0.1
Trmu	ENSMUST00000023019.6	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase 	307	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.08	< 0.1
Erbb4	ENSMUST00000119142.2	v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian) 	27	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.01	< 0.1
Rnf41	ENSMUST00000096386.6	ring finger protein 41 	246	2	0	0	2	1	mmu-miR-146b-3p	-0.01	-0.02	< 0.1
Zfp639	ENSMUST00000029203.7	zinc finger protein 639 	89	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.14	< 0.1
Ptk6	ENSMUST00000016511.5	PTK6 protein tyrosine kinase 6 	19	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.01	< 0.1
Meaf6	ENSMUST00000154689.2	MYST/Esa1-associated factor 6 	2031	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.10	< 0.1
Fopnl	ENSMUST00000120707.1	Fgfr1op N-terminal like 	1244	2	0	1	1	0	mmu-miR-146b-3p	-0.01	-0.29	< 0.1
Pon3	ENSMUST00000031773.3	paraoxonase 3 	1246	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.05	< 0.1
Clstn2	ENSMUST00000035027.7	calsyntenin 2 	26	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.07	< 0.1
Usp24	ENSMUST00000094933.4	ubiquitin specific peptidase 24 	1482	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.07	< 0.1
Ubxn7	ENSMUST00000115151.3	UBX domain protein 7 	356	1	0	1	0	3	mmu-miR-146b-3p	-0.01	-0.08	< 0.1
Ppp1r7	ENSMUST00000027494.5	protein phosphatase 1, regulatory (inhibitor) subunit 7 	977	1	0	0	1	2	mmu-miR-146b-3p	-0.01	-0.09	< 0.1
Ccdc104	ENSMUST00000020754.4	coiled-coil domain containing 104 	120	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.23	< 0.1
Tubb1	ENSMUST00000016399.5	tubulin, beta 1 class VI 	26	2	1	1	0	0	mmu-miR-146b-3p	-0.01	-0.34	< 0.1
Frmd3	ENSMUST00000084474.5	FERM domain containing 3 	19	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.02	< 0.1
Dnah8	ENSMUST00000170651.1	dynein, axonemal, heavy chain 8 	46	1	1	0	0	0	mmu-miR-146b-3p	-0.01	-0.04	< 0.1
Kif1b	ENSMUST00000060537.7	kinesin family member 1B 	189	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.01	< 0.1
Nacc1	ENSMUST00000001975.4	nucleus accumbens associated 1, BEN and BTB (POZ) domain containing 	503	1	0	1	0	2	mmu-miR-146b-3p	-0.01	-0.05	< 0.1
Gm17349	ENSMUST00000163472.2	predicted gene, 17349 	31	1	0	0	1	1	mmu-miR-146b-3p	-0.01	-0.05	< 0.1
Prcp	ENSMUST00000076052.6	prolylcarboxypeptidase (angiotensinase C) 	1306	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.16	< 0.1
Kcnf1	ENSMUST00000170580.2	potassium voltage-gated channel, subfamily F, member 1 	29	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.02	< 0.1
Nat8l	ENSMUST00000056355.8	N-acetyltransferase 8-like 	183	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.02	< 0.1
Zbtb3	ENSMUST00000172175.1	zinc finger and BTB domain containing 3 	55	2	0	2	0	0	mmu-miR-146b-3p	-0.01	-0.15	< 0.1
Clp1	ENSMUST00000165219.2	CLP1, cleavage and polyadenylation factor I subunit 	162	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.23	< 0.1
Parp8	ENSMUST00000022239.6	poly (ADP-ribose) polymerase family, member 8 	323	1	0	0	1	1	mmu-miR-146b-3p	-0.01	-0.05	< 0.1
Ms4a4b	ENSMUST00000035258.8	membrane-spanning 4-domains, subfamily A, member 4B 	23	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.09	< 0.1
Tnfsf13	ENSMUST00000018896.8	tumor necrosis factor (ligand) superfamily, member 13 	446	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.15	< 0.1
Sel1l	ENSMUST00000021347.6	sel-1 suppressor of lin-12-like (C. elegans) 	1421	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.03	< 0.1
Zfp148	ENSMUST00000165418.2	zinc finger protein 148 	580	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.02	< 0.1
Nkd1	ENSMUST00000034086.6	naked cuticle 1 homolog (Drosophila) 	487	1	1	0	0	0	mmu-miR-146b-3p	-0.01	-0.12	< 0.1
Commd1	ENSMUST00000159081.2	COMM domain containing 1 	189	1	0	0	1	1	mmu-miR-146b-3p	-0.01	-0.16	< 0.1
Wdr18	ENSMUST00000045247.7	WD repeat domain 18 	2705	2	0	0	2	0	mmu-miR-146b-3p	-0.01	-0.16	< 0.1
Chsy3	ENSMUST00000080721.4	chondroitin sulfate synthase 3 	54	1	1	0	0	1	mmu-miR-146b-3p	-0.01	-0.35	< 0.1
Ehd4	ENSMUST00000028755.7	EH-domain containing 4 	703	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.04	< 0.1
Pabpn1l	ENSMUST00000093059.2	poly(A)binding protein nuclear 1-like 	9	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.02	< 0.1
Pam16	ENSMUST00000014445.6	presequence translocase-asssociated motor 16 homolog (S. cerevisiae) 	247	1	1	0	0	0	mmu-miR-146b-3p	-0.01	-0.50	< 0.1
Nhej1	ENSMUST00000152855.1	nonhomologous end-joining factor 1 	276	2	0	0	2	0	mmu-miR-146b-3p	-0.01	-0.25	< 0.1
Fam188b	ENSMUST00000053094.7	family with sequence similarity 188, member B 	305	2	0	0	2	2	mmu-miR-146b-3p	-0.01	-0.23	< 0.1
Atg13	ENSMUST00000076803.6	autophagy related 13 	828	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.01	< 0.1
Zfand4	ENSMUST00000036503.8	zinc finger, AN1-type domain 4 	136	2	1	0	1	0	mmu-miR-146b-3p	-0.01	-0.08	< 0.1
Ubald2	ENSMUST00000057676.6	UBA-like domain containing 2 	18	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.08	< 0.1
Mns1	ENSMUST00000034746.8	meiosis-specific nuclear structural protein 1 	79	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.10	< 0.1
Kctd6	ENSMUST00000022272.7	potassium channel tetramerisation domain containing 6 	104	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.13	< 0.1
Zfp846	ENSMUST00000115557.3	zinc finger protein 846 	264	4	1	2	1	0	mmu-miR-146b-3p	-0.01	-0.32	< 0.1
Ttll4	ENSMUST00000042125.9	tubulin tyrosine ligase-like family, member 4 	651	1	0	0	1	1	mmu-miR-146b-3p	-0.01	-0.01	< 0.1
Pet112	ENSMUST00000127348.2	PET112 homolog (S. cerevisiae) 	1799	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.14	< 0.1
Clic6	ENSMUST00000023670.3	chloride intracellular channel 6 	146	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.18	< 0.1
Slc16a3	ENSMUST00000168579.2	solute carrier family 16 (monocarboxylic acid transporters), member 3 	2295	2	0	2	0	0	mmu-miR-146b-3p	-0.01	-0.28	< 0.1
Dok2	ENSMUST00000022698.7	docking protein 2 	79	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.17	< 0.1
Zbtb37	ENSMUST00000171748.2	zinc finger and BTB domain containing 37 	40	1	1	0	0	0	mmu-miR-146b-3p	-0.01	-0.15	< 0.1
Lsm6	ENSMUST00000130325.2	LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae) 	2667	1	0	0	1	1	mmu-miR-146b-3p	-0.01	-0.12	< 0.1
Slc17a4	ENSMUST00000021769.9	solute carrier family 17 (sodium phosphate), member 4 	124	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.07	< 0.1
Serpina3c	ENSMUST00000085050.3	serine (or cysteine) peptidase inhibitor, clade A, member 3C 	254	2	0	0	2	0	mmu-miR-146b-3p	-0.01	-0.15	< 0.1
Hcfc2	ENSMUST00000020478.8	host cell factor C2 	317	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.15	< 0.1
Rnf183	ENSMUST00000107455.2	ring finger protein 183 	16	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.05	< 0.1
Tom1	ENSMUST00000078847.6	target of myb1 homolog (chicken) 	65	3	0	2	1	1	mmu-miR-146b-3p	-0.01	-0.13	< 0.1
Stc2	ENSMUST00000020546.2	stanniocalcin 2 	149	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.01	< 0.1
Mut	ENSMUST00000169611.2	methylmalonyl-Coenzyme A mutase 	629	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.09	< 0.1
Col5a1	ENSMUST00000028280.8	collagen, type V, alpha 1 	2756	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.02	< 0.1
Mmp16	ENSMUST00000029881.4	matrix metallopeptidase 16 	95	1	1	0	0	0	mmu-miR-146b-3p	-0.01	-0.20	< 0.1
1700029I15Rik	ENSMUST00000054316.3	RIKEN cDNA 1700029I15 gene 	81	1	1	0	0	0	mmu-miR-146b-3p	-0.01	-0.49	< 0.1
Mbip	ENSMUST00000021416.7	MAP3K12 binding inhibitory protein 1 	125	1	1	0	0	0	mmu-miR-146b-3p	-0.01	-0.32	< 0.1
2810417H13Rik	ENSMUST00000045802.6	RIKEN cDNA 2810417H13 gene 	462	1	1	0	0	0	mmu-miR-146b-3p	-0.01	-0.29	< 0.1
Col4a4	ENSMUST00000087050.6	collagen, type IV, alpha 4 	472	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.02	< 0.1
Lyrm9	ENSMUST00000147875.3	LYR motif containing 9 	1310	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.04	< 0.1
Gatad2a	ENSMUST00000065169.5	GATA zinc finger domain containing 2A 	1765	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.10	< 0.1
Tubgcp2	ENSMUST00000026547.7	tubulin, gamma complex associated protein 2 	715	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.09	< 0.1
Tmem88	ENSMUST00000050140.5	transmembrane protein 88 	18	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.02	< 0.1
Plekho1	ENSMUST00000015889.4	pleckstrin homology domain containing, family O member 1 	372	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.15	< 0.1
Bbx	ENSMUST00000138166.2	bobby sox homolog (Drosophila) 	116	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.02	< 0.1
Hjurp	ENSMUST00000054674.9	Holliday junction recognition protein 	636	1	0	0	1	1	mmu-miR-146b-3p	-0.01	-0.05	< 0.1
Tceanc2	ENSMUST00000057043.4	transcription elongation factor A (SII) N-terminal and central domain containing 2 	503	2	0	0	2	0	mmu-miR-146b-3p	-0.01	-0.10	< 0.1
Tgfb2	ENSMUST00000045288.8	transforming growth factor, beta 2 	436	1	1	0	0	3	mmu-miR-146b-3p	-0.01	-0.06	< 0.1
Rabgap1l	ENSMUST00000028049.7	RAB GTPase activating protein 1-like 	357	2	1	1	0	0	mmu-miR-146b-3p	-0.01	-0.22	< 0.1
Tia1	ENSMUST00000095753.3	cytotoxic granule-associated RNA binding protein 1 	906	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.11	< 0.1
Fxn	ENSMUST00000081333.5	frataxin 	2344	1	1	0	0	1	mmu-miR-146b-3p	-0.01	-0.33	< 0.1
Tma16	ENSMUST00000026681.5	translation machinery associated 16 homolog (S. cerevisiae) 	554	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.02	< 0.1
Tnfsf12Tnfsf13	ENSMUST00000180587.2	Tnfsf12-Tnfsf13 readthrough transcript 	446	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.12	< 0.1
Sema3e	ENSMUST00000073957.6	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E 	800	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.05	< 0.1
Ncl	ENSMUST00000027438.7	nucleolin 	41899	4	1	1	2	3	mmu-miR-146b-3p	-0.01	-0.46	< 0.1
Hyal2	ENSMUST00000010191.7	hyaluronoglucosaminidase 2 	901	1	1	0	0	0	mmu-miR-146b-3p	-0.01	-0.41	< 0.1
Rims4	ENSMUST00000044734.2	regulating synaptic membrane exocytosis 4 	70	1	0	1	0	1	mmu-miR-146b-3p	-0.01	-0.02	< 0.1
Btrc	ENSMUST00000065601.6	beta-transducin repeat containing protein 	276	1	0	0	1	1	mmu-miR-146b-3p	-0.01	-0.04	< 0.1
E430025E21Rik	ENSMUST00000022976.4	RIKEN cDNA E430025E21 gene 	305	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.04	< 0.1
Abcg1	ENSMUST00000024829.6	ATP-binding cassette, sub-family G (WHITE), member 1 	84	2	0	1	1	0	mmu-miR-146b-3p	-0.01	-0.05	< 0.1
Psmd4	ENSMUST00000117355.1	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4 	2656	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.08	< 0.1
Mblac1	ENSMUST00000057773.4	metallo-beta-lactamase domain containing 1 	77	1	1	0	0	0	mmu-miR-146b-3p	-0.01	-0.29	< 0.1
Myo5a	ENSMUST00000123128.2	myosin VA 	1393	2	1	1	0	0	mmu-miR-146b-3p	-0.01	-0.06	< 0.1
Rbfox2	ENSMUST00000171751.2	RNA binding protein, fox-1 homolog (C. elegans) 2 	788	1	0	1	0	0	mmu-miR-146b-3p	-0.01	-0.07	< 0.1
Atad1	ENSMUST00000070210.4	ATPase family, AAA domain containing 1 	2179	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.12	< 0.1
Nup160	ENSMUST00000057481.6	nucleoporin 160 	762	1	0	0	1	1	mmu-miR-146b-3p	-0.01	-0.02	< 0.1
Pex19	ENSMUST00000111252.3	peroxisomal biogenesis factor 19 	3336	2	0	1	1	0	mmu-miR-146b-3p	-0.01	-0.28	< 0.1
Hcn1	ENSMUST00000006991.7	hyperpolarization-activated, cyclic nucleotide-gated K+ 1 	25	1	0	0	1	0	mmu-miR-146b-3p	-0.01	-0.01	< 0.1
Adck2	ENSMUST00000140364.2	aarF domain containing kinase 2 	226	1	0	0	1	1	mmu-miR-146b-3p	-0.01	-0.08	< 0.1
Rnf122	ENSMUST00000046941.7	ring finger protein 122 	104	2	0	0	2	1	mmu-miR-146b-3p	0	-0.14	< 0.1
Foxj2	ENSMUST00000003238.8	forkhead box J2 	32	1	0	0	1	0	mmu-miR-146b-3p	0	-0.01	< 0.1
Nop9	ENSMUST00000019441.8	NOP9 nucleolar protein 	1559	2	0	1	1	0	mmu-miR-146b-3p	0	-0.19	< 0.1
Shf	ENSMUST00000121237.1	Src homology 2 domain containing F 	175	1	0	0	1	0	mmu-miR-146b-3p	0	-0.15	< 0.1
Gtf3c3	ENSMUST00000041638.7	general transcription factor IIIC, polypeptide 3 	71	1	0	1	0	1	mmu-miR-146b-3p	0	-0.08	< 0.1
Arv1	ENSMUST00000034463.3	ARV1 homolog (yeast) 	245	3	0	1	2	1	mmu-miR-146b-3p	0	-0.11	< 0.1
Ubn2	ENSMUST00000160583.2	ubinuclein 2 	207	1	0	0	1	4	mmu-miR-146b-3p	0	-0.01	< 0.1
Fam13a	ENSMUST00000089860.6	family with sequence similarity 13, member A 	1425	1	0	0	1	0	mmu-miR-146b-3p	0	-0.07	< 0.1
Tmem212	ENSMUST00000058077.3	transmembrane protein 212 	160	1	0	0	1	0	mmu-miR-146b-3p	0	-0.09	< 0.1
Tssk6	ENSMUST00000050373.5	testis-specific serine kinase 6 	41	1	1	0	0	1	mmu-miR-146b-3p	0	-0.24	< 0.1
Trip6	ENSMUST00000024119.9	thyroid hormone receptor interactor 6 	118	1	0	0	1	0	mmu-miR-146b-3p	0	-0.12	< 0.1
Timm17a	ENSMUST00000081104.4	translocase of inner mitochondrial membrane 17a 	10539	2	0	1	1	0	mmu-miR-146b-3p	0	-0.17	< 0.1
Lnp	ENSMUST00000111993.3	limb and neural patterns 	671	1	0	0	1	0	mmu-miR-146b-3p	0	-0.02	< 0.1
Mypn	ENSMUST00000095580.2	myopalladin 	16	1	0	1	0	1	mmu-miR-146b-3p	0	-0.02	< 0.1
Ext1	ENSMUST00000077273.3	exostoses (multiple) 1 	425	1	0	1	0	0	mmu-miR-146b-3p	0	-0.06	< 0.1
Dyrk1b	ENSMUST00000085901.7	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1b 	235	1	0	1	0	1	mmu-miR-146b-3p	0	-0.02	< 0.1
Pex5l	ENSMUST00000108225.4	peroxisomal biogenesis factor 5-like 	9	1	0	0	1	0	mmu-miR-146b-3p	0	-0.01	< 0.1
Pou3f3	ENSMUST00000054883.3	POU domain, class 3, transcription factor 3 	71	1	1	0	0	1	mmu-miR-146b-3p	0	-0.15	< 0.1
Ercc4	ENSMUST00000023206.8	excision repair cross-complementing rodent repair deficiency, complementation group 4 	280	1	0	0	1	0	mmu-miR-146b-3p	0	-0.01	< 0.1
Mrpl39	ENSMUST00000116584.1	mitochondrial ribosomal protein L39 	113	1	0	1	0	0	mmu-miR-146b-3p	0	-0.08	< 0.1
Ube2e3	ENSMUST00000028398.8	ubiquitin-conjugating enzyme E2E 3 	3174	1	0	1	0	1	mmu-miR-146b-3p	0	-0.06	< 0.1
Fam72a	ENSMUST00000068613.4	family with sequence similarity 72, member A 	489	1	1	0	0	0	mmu-miR-146b-3p	0	-0.50	< 0.1
Nptxr	ENSMUST00000175858.3	neuronal pentraxin receptor 	38	1	0	0	1	0	mmu-miR-146b-3p	0	-0.01	< 0.1
Klra2	ENSMUST00000032306.9	killer cell lectin-like receptor, subfamily A, member 2 	51	1	0	0	1	1	mmu-miR-146b-3p	0	-0.09	< 0.1
Bcmo1	ENSMUST00000176860.1	beta-carotene 15,15'-monooxygenase 	104	1	0	0	1	0	mmu-miR-146b-3p	0	-0.10	< 0.1
Dnajc9	ENSMUST00000022345.6	DnaJ (Hsp40) homolog, subfamily C, member 9 	381	1	0	0	1	0	mmu-miR-146b-3p	0	-0.16	< 0.1
Btbd9	ENSMUST00000168787.2	BTB (POZ) domain containing 9 	268	1	0	1	0	0	mmu-miR-146b-3p	0	-0.02	< 0.1
Nags	ENSMUST00000055409.5	N-acetylglutamate synthase 	1025	4	1	2	1	0	mmu-miR-146b-3p	0	-0.51	< 0.1
Npcd	ENSMUST00000023060.7	neuronal pentraxin chromo domain 	38	1	0	0	1	0	mmu-miR-146b-3p	0	-0.01	< 0.1
Zmym5	ENSMUST00000039812.10	zinc finger, MYM-type 5 	506	1	0	0	1	1	mmu-miR-146b-3p	0	-0.01	< 0.1
Abhd15	ENSMUST00000094004.4	abhydrolase domain containing 15 	247	2	0	0	2	0	mmu-miR-146b-3p	0	-0.11	< 0.1
Ciita	ENSMUST00000023147.6	class II transactivator 	91	3	0	0	3	1	mmu-miR-146b-3p	0	-0.26	< 0.1
Nkx2-5	ENSMUST00000015723.4	NK2 homeobox 5 	569	1	0	0	1	2	mmu-miR-146b-3p	0	-0.07	< 0.1
Inha	ENSMUST00000037330.4	inhibin alpha 	103	2	0	0	2	0	mmu-miR-146b-3p	0	-0.14	< 0.1
Ubald1	ENSMUST00000037843.6	UBA-like domain containing 1 	96	1	0	0	1	0	mmu-miR-146b-3p	0	-0.02	< 0.1
Hsd3b2	ENSMUST00000107022.2	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2 	329	1	0	1	0	0	mmu-miR-146b-3p	0	-0.14	< 0.1
Tpt1	ENSMUST00000142061.1	tumor protein, translationally-controlled 1 	105	1	0	0	1	0	mmu-miR-146b-3p	0	-0.17	< 0.1
Col14a1	ENSMUST00000023053.6	collagen, type XIV, alpha 1 	189	1	1	0	0	0	mmu-miR-146b-3p	0	-0.16	< 0.1
Abcd4	ENSMUST00000021666.4	ATP-binding cassette, sub-family D (ALD), member 4 	131	1	0	1	0	1	mmu-miR-146b-3p	0	-0.14	< 0.1
Nkx2-1	ENSMUST00000178477.3	NK2 homeobox 1 	100	1	1	0	0	0	mmu-miR-146b-3p	0	-0.12	< 0.1
